1,4,51
1,17,37
1,21,23
1,25,76
1,26,73
1,32,52
1,42,91
1,52,65
1,52,89
1,63,74
1,68,82
1,85,98
2,5,67
2,7,96
2,8,58
2,10,82
2,36,96
2,39,51
2,43,73
2,55,61
2,69,79
2,70,76
2,88,92
3,4,53
3,21,71
3,32,56
3,34,43
3,37,62
3,39,88
3,42,60
3,43,67
3,43,71
3,46,61
3,52,99
3,60,100
3,61,91
4,11,77
4,13,75
4,19,99
4,23,51
4,24,92
4,32,33
4,44,50
4,47,80
4,66,89
4,73,87
4,78,99
4,91,94
5,7,49
5,8,54
5,16,58
5,18,47
5,26,81
5,28,78
5,44,78
5,49,95
5,59,69
5,68,88
5,77,79
5,80,93
5,94,99
6,9,48
6,15,69
6,16,65
6,17,67
6,27,80
6,29,70
6,29,99
6,39,88
6,47,60
6,55,71
6,64,82
6,64,84
6,66,73
6,66,86
7,10,83
7,19,88
7,23,59
7,25,31
7,31,83
7,32,79
7,41,69
7,50,83
7,51,97
7,55,75
7,63,83
7,74,97
7,76,80
8,17,27
8,18,40
8,27,31
8,28,63
8,30,38
8,32,70
8,33,74
8,36,41
8,43,94
8,57,60
8,62,79
8,62,84
8,80,95
9,11,94
9,14,65
9,27,36
9,32,62
9,38,73
9,46,52
9,46,59
9,51,70
9,55,74
9,57,60
9,58,69
9,61,66
9,61,74
9,81,99
10,12,39
10,16,60
10,19,22
10,29,42
10,29,91
10,41,65
10,45,63
10,45,84
10,50,75
10,54,95
10,81,83
10,81,94
10,83,89
11,12,44
11,15,81
11,16,66
11,21,86
11,28,37
11,35,56
11,39,91
11,43,48
11,53,87
11,53,90
11,56,74
11,61,75
11,84,86
11,93,97
12,13,43
12,22,31
12,45,82
12,53,88
12,55,69
12,64,96
12,67,94
12,71,100
12,73,95
12,75,90
12,78,79
12,81,99
13,25,35
13,32,69
13,35,85
13,36,84
13,45,55
13,46,98
13,47,86
13,48,92
13,51,78
13,64,72
13,65,81
13,82,83
14,17,93
14,18,53
14,24,55
14,27,31
14,29,95
14,30,53
14,39,78
14,42,61
14,44,72
14,54,81
14,62,99
14,64,66
14,71,73
14,76,99
14,79,87
15,22,38
15,23,35
15,24,79
15,26,53
15,26,89
15,37,80
15,50,94
15,55,100
15,80,90
15,80,92
15,91,93
15,94,96
16,20,93
16,31,89
16,38,65
16,38,77
16,45,85
16,45,87
16,53,65
16,59,97
16,62,97
16,66,97
16,87,95
16,88,98
17,28,33
17,32,82
17,37,40
17,46,100
17,48,59
17,53,71
17,58,96
17,58,100
17,63,72
17,76,80
18,28,71
18,30,99
18,31,92
18,36,100
18,38,65
18,41,97
18,42,48
18,46,50
18,62,90
18,69,73
18,83,92
18,86,93
19,20,40
19,21,27
19,22,35
19,28,98
19,32,76
19,34,80
19,42,70
19,49,58
19,53,67
19,54,72
19,54,100
19,57,86
19,68,91
19,70,81
20,23,49
20,30,48
20,33,52
20,35,72
20,44,90
20,49,60
20,60,84
20,63,72
20,64,81
20,66,73
20,69,100
20,77,100
20,82,86
20,85,87
21,22,75
21,24,67
21,29,42
21,30,52
21,37,40
21,40,67
21,40,95
21,67,92
21,70,76
21,74,95
21,77,93
21,81,88
21,84,86
22,31,45
22,34,97
22,39,72
22,40,92
22,41,71
22,45,58
22,47,58
22,48,81
22,54,87
22,60,85
22,83,89
22,93,97
23,34,96
23,36,73
23,41,96
23,43,73
23,47,79
23,48,68
23,50,88
23,68,84
23,68,88
23,71,93
23,77,83
23,92,99
24,29,95
24,30,59
24,30,78
24,32,60
24,34,60
24,36,98
24,42,66
24,52,75
24,55,69
24,56,100
24,74,96
24,75,86
24,79,95
24,80,85
25,27,74
25,31,97
25,32,76
25,44,87
25,57,70
25,61,95
25,64,99
25,66,75
25,75,89
25,83,88
25,88,99
25,96,100
26,30,90
26,36,82
26,37,52
26,39,90
26,42,53
26,44,45
26,46,68
26,47,63
26,47,79
26,48,77
26,55,94
26,69,100
26,73,84
26,94,96
27,28,86
27,54,64
27,62,71
27,62,78
27,68,91
27,71,73
27,74,85
27,75,93
27,76,92
27,82,96
27,89,94
28,33,42
28,34,77
28,39,77
28,41,82
28,43,66
28,47,96
28,54,98
28,59,66
28,60,83
28,89,97
29,31,91
29,54,76
29,61,93
29,63,95
29,64,81
29,66,96
29,72,89
29,75,88
29,77,97
30,40,71
30,45,67
30,67,73
30,67,74
30,67,82
30,73,92
30,73,95
30,78,99
31,34,96
31,37,59
31,49,51
31,51,85
31,59,63
31,64,72
31,67,91
31,80,93
32,33,65
32,42,46
32,43,69
32,50,99
32,52,100
32,60,72
32,66,73
33,41,44
33,44,70
33,44,96
33,53,80
33,55,98
33,59,75
33,61,65
33,61,71
33,67,75
33,70,80
33,75,84
33,79,95
34,35,98
34,40,51
34,45,78
34,49,65
34,51,69
34,56,57
34,63,65
34,80,90
34,82,99
34,84,100
35,36,64
35,38,100
35,44,98
35,45,84
35,54,63
35,57,97
35,75,99
35,76,84
35,78,81
35,83,93
35,91,93
36,40,63
36,40,75
36,46,52
36,48,74
36,48,83
36,56,60
36,61,86
36,63,77
36,76,80
37,40,99
37,42,67
37,43,89
37,44,53
37,48,96
37,51,55
37,53,98
37,58,66
37,68,89
37,95,98
38,39,94
38,41,52
38,49,92
38,50,64
38,54,99
38,58,81
38,62,99
38,75,91
38,85,90
39,42,72
39,43,50
39,44,84
39,46,48
39,50,69
39,54,78
39,57,58
39,65,70
40,41,51
40,50,87
40,66,83
40,68,93
40,79,96
40,87,100
41,43,81
41,48,60
41,48,66
41,53,84
41,62,86
41,71,89
41,87,94
41,89,93
42,53,74
42,55,58
42,57,92
42,60,77
42,62,80
43,47,98
43,52,64
43,57,92
43,59,86
43,77,83
44,65,97
44,68,70
44,70,88
44,86,99
44,87,94
45,50,85
45,51,54
45,56,63
45,66,95
45,69,84
45,71,85
45,91,98
46,47,78
46,49,72
46,49,86
46,58,98
46,61,65
46,67,81
46,71,100
46,87,100
46,93,96
47,49,56
47,49,69
47,53,95
47,85,86
47,85,96
47,87,93
48,62,74
48,62,74
48,72,89
48,81,84
49,56,88
49,63,88
49,72,86
49,72,99
49,73,91
49,81,92
50,52,93
50,57,94
50,74,93
50,78,94
50,83,97
50,84,94
50,91,93
51,57,64
51,58,98
51,61,90
51,70,79
51,72,79
51,76,91
52,60,79
52,68,72
52,68,91
52,89,99
52,91,95
52,94,96
53,55,92
53,58,62
53,62,77
54,56,91
54,57,78
54,61,97
54,63,90
54,70,77
55,61,88
55,65,68
55,66,83
55,67,77
55,77,85
55,96,100
56,57,82
56,57,92
56,70,75
56,71,84
56,85,98
56,86,97
56,89,90
56,97,98
57,60,97
57,70,78
57,72,95
57,73,82
57,74,90
57,76,97
58,90,99
59,68,98
59,69,89
59,70,94
59,71,100
59,75,87
59,75,88
59,80,85
59,82,88
59,92,97
60,61,65
60,66,90
61,68,78
61,72,73
61,85,98
61,86,97
62,64,69
62,64,88
62,71,91
62,75,100
62,89,98
63,69,81
63,78,97
63,83,95
63,88,100
63,89,95
64,67,68
64,70,80
64,74,100
64,87,96
64,89,100
65,67,80
65,68,93
65,76,94
65,85,88
66,69,96
67,96,98
68,72,76
68,77,92
68,78,90
69,87,91
70,78,82
70,79,86
70,99,100
71,81,99
71,83,92
71,84,93
72,79,80
72,79,97
73,82,94
73,82,95
74,76,87
74,77,85
74,91,100
76,77,78
76,79,91
76,90,95
77,90,96
77,94,98
78,89,97
79,82,84
79,85,87
79,87,99
79,90,91
80,84,90
80,85,90
81,87,100
82,92,94
82,93,94
82,95,100
83,85,88
83,92,97
84,88,92
86,91,98
87,93,98
90,94,96
